Timestamp,o pana e sitelen.,"sitelen li tan ala tan ma ilo kulupu? (ni li ken: ilo Discord, lipu Facebook, ilo Telegram, ilo YouTube).
tan la sina o sona e ni: seme li pana e sitelen lon tenpo seme?",o pana e nasin tawa sitelen lon ma,ni li tan ma seme?,ni li tan tenpo seme?,seme li sitelen e ni? o pana e nimi ona lon ma,tan li lon la o pana e nasin tan pi sitelen ni,sitelen li tan seme li lon nasin seme?,ni li tan tenpo seme?,seme li sitelen e ni? o pana e nimi ona,o pana e sitelen Lasina pi sitelen ni. nimi li lon poki nimi la o pana e kalama nimi.,sina wile toki ante la o toki!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variants used,,other variations
6/27/2024 10:46:53,https://drive.google.com/open?id=1ra86dF05AY-FtevSl9hPv3WyGFWnd9PU,ala (no),,,,,,VRChat,,,"kiki        kalama        kiki kulupu
        soko        kiki kiki kiki kiki
linluwi linluwi
len linluwi linluwi
linluwi linluwi kulupu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kulupu ""linluwi"" used 4 times.
Emitters ""linluwi"" is used 1 time.
Len ""linluwi"" is used 1 time.
Thin-stem ""soko"" is used 1 time.
Explosion ""kiki"" is used 4 times.
3-point ""kiki"" is used 3 times.",,
6/27/2024 10:47:34,https://drive.google.com/open?id=1sdd5ljkAxKa01ULRQrOKFL9FCx3XOcXq,ala (no),,,,,,VRChat,,,"ko jaki mi kute ale	epiku epiku
		kiki kiki kiki		kiki
		linluwi kiki powe	kiki	kiki
		toki selo pana		epiku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kulupu ""linluwi"" is used 1 time.
5-point ""kiki"" is used 2 times.
Double-triangle ""kiki"" is used 1 time
3-point ""kiki"" is uswed 1 time.
Explosion ""kiki"" is used 3 times.",,
6/27/2024 10:48:10,https://drive.google.com/open?id=1XKTfiwOCA8tm6363c6wy48uQ9IWH3bFb,ala (no),,,,,,VRChat,,,"ni tawa tawa kiki	jaki namako kama kama	epiku
kiki			kiki
kiki
lon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Explosion ""kiki"" is used 2 times.
5-point ""kiki"" is used 2 times.
Pepper ""namako"" is used 1 time.
Directional ni is used 1 time.",,
6/27/2024 10:48:42,https://drive.google.com/open?id=1aJosk6IFc0Ah7YwU0ikc5SHXFjFcNQlx,ala (no),,,,,,VRChat,,,"ni li tawa seme
telo li tawa seli anu seme
sona mi la seli li tan telo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional ni is used 1 time.,,No stacking and scaling.
6/27/2024 10:49:20,https://drive.google.com/open?id=1yoJtYdTqf_6fFINkZKobE0mJrMty8u79,ala (no),,,,,,VRChat,,,"?????????????????
jan Akisu
tan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasin Sitelen Kalama Pu is used.
6/27/2024 10:49:49,https://drive.google.com/open?id=1Z4HhoH-YbbLSHBwUlkm2O1WeYE1FNye7,ala (no),,,,,,VRChat,,,"soweli
toki a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2024 10:50:18,https://drive.google.com/open?id=1aQDDIrAaygVzSDgwwNhtSErpH_pevimx,ala (no),,,,,,VRChat,,,"jelo suno                mu mu mu
olin                tomo lukin
toki a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soffits ""tomo"" is used.",,
6/27/2024 10:57:27,https://drive.google.com/open?id=1bMMSHI1zwcUkjmAhnHKc_lQnMXSc71CK,ala (no),,,,,,VRChat,,,"jan Tejsi


ilo io
kalama e ale			soweli toki
lon ma nasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eyes ""kala"" is used 1 time.",,"Stacking and scaling is not used.
Nasin Sitelen Kalama Pu is used."
6/27/2024 10:58:37,https://drive.google.com/open?id=1952piyc3fuSb6gVYPCrCd6sbCtdVecAg,ala (no),,,,,,VRChat,,,jan Telen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasin Sitelen Kalama is used.
6/28/2024 17:11:00,https://drive.google.com/open?id=1HdYqjoJjExBo211HQ3qYxccpubakHi95,ala (no),,,,,,digital animation,6/11/2024,jan Majeka,"""a...""
""o weka, jan pona o""
""n""
""ni li tenpo pi jan noka""
""wawa pana suno noka!!""
Majeka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Long pi is used 1 time.",,"Interpunct and ! are used.
Mixed stacking and scaling.
Majeka nameglyph is used."
6/28/2024 19:15:42,https://drive.google.com/open?id=1Lk2LbqQlf7E24Oo8b2euzwlwZKKE-Z4W,tan (yes),https://discord.com/channels/301377942062366741/301377942062366741/1256402031904821248,Discord,6/29/2024,mysterioususername156,,,,,"jan Jesi o, sina toki e seme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nasin Sitelen Kalama Pu is used.
, is used."
6/29/2024 9:40:21,https://drive.google.com/open?id=1u4yuz67jt2eg9giYxPtXcShwq0DVl7iA,ala (no),,,,,,VRChat,3/9/2024,,"jan o lipu e ni
jan li kepeken nimi seme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is not used.
6/29/2024 9:41:27,https://drive.google.com/open?id=1lY0nQ-_x-9H7iECRfJO1ce8IbspNDdB1,ala (no),,,,,,VRChat,3/9/2024,,"utala pi teken pona
sitelen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,Stacking and scaling is not used.
6/29/2024 9:42:09,https://drive.google.com/open?id=1EEs30RXLpi9aMnJJcgJf0IAa0c01hDsQ,ala (no),,,,,,VRChat,3/9/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 9:42:41,https://drive.google.com/open?id=1LUBlUJ2_Xi3nnei9aVHpHMldl39_FWab,ala (no),,,,,,VRChat,3/9/2024,,ilo sitelen ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional ni  is used 1 time.,,
6/29/2024 9:43:52,https://drive.google.com/open?id=1I9YhhR9qURkjK6Ic1cvdQt3rx91hh8AH,ala (no),,,,,,VRChat,3/9/2024,,"mi toki tawa ilo Faxmashine.
ona li toki e ni: ilo Quest li ken pakala
ilo Quest li lape   toki pi musi VRChat li pini
ni la jan ale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is used 1 time.,,Stacking and scaling is not used.
6/29/2024 9:44:41,https://drive.google.com/open?id=1DVRO0Wig3Ve93MAECUKklLSbYUffmUdh,ala (no),,,,,,VRChat,3/9/2024,,"ilo ma
toki li ken pona        mi sona
suli la mi mu        mi teken taso
mu luka        sitelen
sina luka pi wawa ike
mi ken ala sona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mixed stacking and scaling,"
6/29/2024 9:45:17,https://drive.google.com/open?id=1BxzvD-DJMQprCrdLRYp6nNLrZfJ4jqTB,ala (no),,,,,,VRChat,3/9/2024,,"mi toki tawa ilo Fax
ona li toki e ni: ilo Quest li ken pakala
ilo Quest li lape la toki pi musi VRChat li pini
ni la jan ale lon ma sama li kama pakala",contains text previously in 352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 9:46:02,https://drive.google.com/open?id=1GkDZHzuXn98o0mW97Pd_bY7LyYpm17UM,ala (no),,,,,,VRChat,3/9/2024,,"mi ken ala lukin e luka sijelo lon
ma ilo la pakala ale a
pipi moli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is not used.
pipi has moli eyes."
6/29/2024 9:50:28,https://drive.google.com/open?id=1K4DQJVZQGSdxD4D39MEZrQJKKokmxgbF,ala (no),,,,,,VRChat,3/9/2024,,"pipi moli
luka ni li pakala sewi. o suli!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional ni  is used 1 time.,,Stacking and scaling is not used.
6/29/2024 9:52:15,https://drive.google.com/open?id=187ZyA8ei-5LN8jcHG9i8mnpYCVz8_Axx,ala (no),,,,,,VRChat,3/9/2024,,"sitelen luka nimi ala
moli ni ni pona toki
sina sike e palisa tu ni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 9:53:07,https://drive.google.com/open?id=1XWpu1CwVr2qqDNIyt5aMnbXZsxC41KJm,ala (no),,,,,,VRChat,3/9/2024,,"ni linja monsi pi kala kapesi        pipi moli
luka ni li pakala sewi        toki pona        seme li nanpa sike
mun o
pi pakala ma li lon
sona
sona
mi ken ala weka e pakala ni
kalama li awen ike",contains text previously in 356 and 357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional ni is used 3 times.,,
6/29/2024 9:54:52,https://drive.google.com/open?id=1Z6SkZ1QvUoIn_uVHHPsO-F3Tlr1rQ0uP,ala (no),,,,,,VRChat,3/9/2024,,"mi ijo tawa ilo Fax        ilo li pakala nasa        o ni ala        ilo sitelen li nasa        pona
ona li toki e ni: ilo quest li ken pakala        pini li tawa        open li tawa ale        sona        ni li nimi mi   mi jan Kata        toki    tenpo toki li pini lon poka 
ilo Quest li lape la toki pi musi VRChat li pini         mi sitelen e ni ijo ike        anu soweli ma li pona ala pona tawa sina
ni la jan ale lon ma sama ni kama pakala        a a        ala li
        o ni li sina
        tawa insa telo
kala owo li wile ijo lon sina
kala ni li suwi tawa mi",contains text previously in 352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed stacking and scaling.
6/29/2024 9:55:43,https://drive.google.com/open?id=1HbEh1ZMYs3YSkRbO3zxpDX50EWAfeEKe,ala (no),,,,,,VRChat,3/9/2024,,"a sina sitelen nasa   li poka   kute mi a li        mi sona ala        mi ken ala sona pona e ni        toki        toki a
ilo sitelen li nasa a        seme li wile toki tawa mi tan seme?        mi o sona e ni        mi wile ken sitelen wawa
la pona   tenpo toki li pini lon poka.        poki o       nasin Juniko        pipi moli        teken pona
ma li pona ala pona tawa sina        ni linja poka pi kala kapesi        mu pakala        luka ni li pakala sewi        taso mi pona        mun
ala li        mun ale li olin        pi pakala ma   sona",contains text previously in 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed stacking and scaling.
6/29/2024 9:57:03,https://drive.google.com/open?id=1v-QPlzK6xpe9J4N9aChZLUUIhCKc3kkT,ala (no),,,,,,VRChat,3/9/2024,,"toki a.	mu mu			ma ni li tawa toki pona		toki ni sama li sewi.
		kulupu li pona li lon tenpo mute	
	kalowo li wile lon ijo sina
	kala nili suli tawa mi
mun o ????? pi pakala ma		nasa li pona ala pona
	pona li pona			pakala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emitters ""mu"" is used 1 time.
Long pi is used 1 time.
Directional ni is used 1 time.
Long ni is used 1 time.",,"""toki pona"" is lexically combined."
6/29/2024 9:58:16,https://drive.google.com/open?id=1kxflppK4oPftcBkIteQPl4RSlGHOTrVM,ala (no),,,,,,VRChat,3/9/2024,,"ni. mi ijo Kita.	ilo sitelen li nasa mi
ni li lawa	soewli jaki. ijo toki tenpo toki li lon poka
a mi sitelen e ni		ijo li ala palisa pona ala. o kama pona.			ijo poki
ijo ala ijo						jaki

mi moku e kili palisa jelo			toki	ni linja monsi pi kala jelo					suno li nene iinlo nimi AIXO
suwi ni						mu pakala luka ni li pakala sewi li nasin pona ?????????
telo ??? tawa mi			taso mi ijo mi li lon
sijelo mi li pana e kon jaki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Directional ni is used 5 time.
Long V ala V is used 1 time.
Long pi is used 1 time,",,"No stacking and scaling.
Nasin Kalama Sitelen is used."
6/29/2024 9:59:05,https://drive.google.com/open?id=1RkFMeGm5rPHcR_aOGGziH4lvakFeBLY9,ala (no),,,,,,VRChat,3/9/2024,,"ilo kalama mi li pakala. anu	sina ale 	li toki ala.
ona li pakala
li ken ala pini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 9:59:47,https://drive.google.com/open?id=1jRljI5cPku-uXnOnNHlxi3Rq4EGLbpxR,ala (no),,,,,,VRChat,3/9/2024,,"ale li kalama ala.
	pona la tenpo sitelen taso li lon
toki. toki	sina ken. o ni. ilo li pakala nasa
		seme li open e ilo. 
open li tawa ale. pini li tawa jan pini taso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 10:00:38,https://drive.google.com/open?id=16XY6GNVTIog7_Wbn2Xp_GUVKOU341zDe,ala (no),,,,,,VRChat,3/9/2024,,"sinpin pi sijelo mi li pilin		teken pona
linja mute li lon.	nasa sitelenn mi o ???????	mi o sona pi jan li kepeken nimi 
jaki.		jelo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is used 2 time.,,No stacking and scaling.
6/29/2024 10:01:14,https://drive.google.com/open?id=1iJbtfyJvA0NoCKMyQuK0qw0WNkFZuOzc,ala (no),,,,,,VRChat,3/9/2024,,musi Amanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasin Sitelen Kalama Pu
6/29/2024 10:02:10,https://drive.google.com/open?id=1KUErXunAXtgz9O_Ta3PsWYNMbAd0Gg5V,ala (no),,,,,,VRChat,3/9/2024,,musi Amanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasin Sitelen Kalama pi kalama lili is used.
6/29/2024 10:05:01,https://drive.google.com/open?id=1kxIA0A73LTuNISK0JuzqfjVy3HppJkFs,ala (no),,,,,,VRChat,3/9/2024,,"kijetesantakalu li lukin
e supa tu
nasin olin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 10:05:46,https://drive.google.com/open?id=15vehgouszqX3UmqvcD8rYJyj0LdWaavg,ala (no),,,,,,VRChat,3/9/2024,,"ona mute li ken olin
pilin olin olin olin olin olin wawa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overlapped ""olin"" is used 1 time.
Emitters ""olin"" is used 2 time.",,"No stacking and scaling.
olin and wawa are merged."
6/29/2024 10:06:45,https://drive.google.com/open?id=1ibtD-XbuZVxGFHWVYWZqF3F2FhJw_7KW,ala (no),,,,,,VRChat,3/9/2024,,"ala pi teken pona.				toki a
nasin Juniko.	mi o sona e ni			mi wile
		jan li kepeken e nimi seme	lon
						taso mi
						toki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,No stacking and scaling.
6/29/2024 10:07:32,https://drive.google.com/open?id=1e4glCu409u642tNtEXU8ezV-isH3ijMu,ala (no),,,,,,VRChat,3/9/2024,,"mi o toki
ilo pipi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is used
mi and o are merged."
6/29/2024 10:08:24,https://drive.google.com/open?id=1F0Mb2g7oHwIG5SiNqbb260qkVRHT7L6_,ala (no),,,,,,VRChat,3/9/2024,,"	mi sin		tawa ma ni
toki a.	toki
	sitelen mute a.

??? jan li toki ala anu seme		mi toki ??? kepeken ???
??? a toki				ona li toki e ni ilo ?????
??? ni li nmi mi			ilo Quest pi sama ni ????
??? aa					ala mun ma a a o
					pakala	
		mu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional ni is used 2 times.,,No stacking and scaling.
6/29/2024 10:09:09,https://drive.google.com/open?id=1AsYA6bELzSd6b5Mi4L3j9LKHpJlUPYCt,ala (no),,,,,,VRChat,3/9/2024,,ma li pona ala pona tawa sina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long tawa is used 1 time.
Long V ala V is used 1 time.",,
6/29/2024 10:10:04,https://drive.google.com/open?id=1YiDsu4HtGJgaY1BDMpAVa_r0QUkbJkbx,ala (no),,,,,,VRChat,3/9/2024,,tenpo toki li pini lon poka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 10:10:51,https://drive.google.com/open?id=1U8wZuy1pSDiT0DT2atsOi9aGJk2WIYgH,ala (no),,,,,,VRChat,3/9/2024,,"mi sona ala
toki ka
ilo sitelen li nasa seme a
ijo ala ijo
ijo ala ijo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loop seme is used 1 time.
Long V ala V is used 1 time.",,"nasa and seme are merged.
No stacking and scaling"
6/29/2024 10:13:09,https://drive.google.com/open?id=1z7h1J0tK9INmbwuwkBpDDgpQirx9K8wJ,ala (no),,,,,,VRChat,3/9/2024,,ale li pona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:14:14,https://drive.google.com/open?id=14pDciK7vdJcarOGhOF_VKJ0Qr4t6OQdE,ala (no),,,,,,VRChat,3/9/2024,,"ale li pona
ale li pona anu seme
ale li lupa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:16:52,https://drive.google.com/open?id=1ww5vBA4lhhXpawYiGmMV0sC2zZFJaU5b,ala (no),,,,,,VRChat,3/9/2024,,mi musi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:18:30,https://drive.google.com/open?id=1yzcUAEvo--BCQXEoeD5YOO0YjxSfQnVk,ala (no),,,,,,VRChat,3/9/2024,,"sona
mi ken ala weka e pakala ni
kalama li awen ike a                        lipu sona pona ike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No stacking and scaling.
sona and pona are lexically combined."
6/29/2024 10:19:10,https://drive.google.com/open?id=1MvUDDmDKdx9yoPDowmcSLN7OOYyBZr72,ala (no),,,,,,VRChat,3/9/2024,,"pakala o
mi weka e sitelen mi ale
tan wile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 10:20:26,https://drive.google.com/open?id=1ro5HSG9c5HhcrTP136j6rw7GOApgBhbn,ala (no),,,,,,VRChat,3/9/2024,,"sina sike e palisa tu ni.
pi seme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is used 1 time.,,No stacking and scaling.
6/29/2024 10:21:11,https://drive.google.com/open?id=10wxyqKNRINqLuC92j5pzHl1HJmbjGylw,ala (no),,,,,,VRChat,3/9/2024,,Dupilcate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:21:56,https://drive.google.com/open?id=1KI-46QxIaD0y4uPw7PdLQgrLO4aYsXWv,ala (no),,,,,,VRChat,3/9/2024,,"mi ken ala sona pona e ni
seme li wile toki tawa mi tan sme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No stacking and scaling.
6/29/2024 10:22:25,https://drive.google.com/open?id=1xxDIfgI6ASdcpD9sNQG6IxcsGeaLn67b,ala (no),,,,,,VRChat,3/9/2024,,"toki li telo ni
sewi
sewi li tan telo anu seme
mi jan sina toki
mi sona lili e sitelen pona
pona ala pona la nimi sitelen e ni mi kijetesantakalu li suwi a.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sitelen pona is lexically combined.
6/29/2024 10:23:03,https://drive.google.com/open?id=1-2xtpJ9akcn5gW-I9qLbFMSZwm6Wz9NA,ala (no),,,,,,VRChat,3/9/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:24:16,https://drive.google.com/open?id=1oBFwg4IfIiwWZmcuEP9prsScOWAawmw_,ala (no),,,,,,VRChat,3/9/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:26:38,https://drive.google.com/open?id=1zTZpPw3R1ttYI7VhUgoxNYBrNHFBJjNC,ala (no),,,,,,VRChat,3/9/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:27:44,https://drive.google.com/open?id=1VGz4vnkmvxYTjmRS8BA-tf65jg-q5sqY,ala (no),,,,,,VRChat,3/9/2024,,mi pilin pilin e mama sina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed stacking and scaling.
6/29/2024 10:28:24,https://drive.google.com/open?id=1ZVUYcQZ8du_9w8K5OikzF6qT03HO-naL,ala (no),,,,,,VRChat,3/9/2024,,kijetesantakalu li sewi a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:29:03,https://drive.google.com/open?id=1FRSOnlJ1byQA5m5fVqRl9h4JnyTk1v1q,ala (no),,,,,,VRChat,3/9/2024,,kijetesantakalu o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:30:15,https://drive.google.com/open?id=14vShC9-2KUM3Si7k0Pi8Ojo7EVZ9-WSv,ala (no),,,,,,VRChat,3/9/2024,,ma ilo ni li nasa seme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nasa and seme are merged.
No stacking and scaling"
6/29/2024 10:30:57,https://drive.google.com/open?id=1JZ4RGPmFObu74o3D4CBw8-g7mlIkNli2,ala (no),,,,,,VRChat,3/9/2024,,mi pilin monsuta a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,. is used.
6/29/2024 10:32:03,https://drive.google.com/open?id=1GhRnIKTlCgT1KGyuktyLcTbn8PYQkaNq,ala (no),,,,,,VRChat,3/9/2024,,pu ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:32:54,https://drive.google.com/open?id=1a-B9vBKrpUOktjiboWszZ1gnYgZMgzXF,ala (no),,,,,,VRChat,3/9/2024,,"ma pona pi o pona
mi akesi Ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:34:35,https://drive.google.com/open?id=1ZQfAUmQq5Yh7ZWr_k39Sg0JFL_Qh-Wr0,ala (no),,,,,,VRChat,3/16/2024,,kili lili li lili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/29/2024 10:34:59,https://drive.google.com/open?id=1cbTbq_OFYpmIa-nHFowyHUBO8UI6cgBE,ala (no),,,,,,VRChat,3/16/2024,,"akesi Nu li lon ni
akesi Na li lon kin
akesi Ni li kin li lon
lape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two-stroke ""akesi"" is used 3 times.",,"Nasin Kalama Sitelen Pu is used,"
6/29/2024 10:35:55,https://drive.google.com/open?id=1MonfFcRSbTHG0MVVMWhj1MLoXscqLZBY,ala (no),,,,,,VRChat,3/16/2024,,soweli lape lape lape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:36:29,https://drive.google.com/open?id=1hhw08k7yompdqJT6H80n3AnjSayJqKvN,ala (no),,,,,,VRChat,3/16/2024,,jan Panta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two-stroke ""akesi"" is used 1 time",,"Nasin Kalama Sitelen Pu is used,"
6/29/2024 10:37:17,https://drive.google.com/open?id=1pJyZgJhyname9rTlx1VWChXmYCA_5dpq,ala (no),,,,,,VRChat,9/16/2024,,"o moku e kala ike
mi nasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/29/2024 10:38:25,https://drive.google.com/open?id=1WbYDBSd09TLY-lKBp8bs3WX8xe6SzJaE,ala (no),,,,,,VRChat,3/9/2024,,o weka ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:40:23,https://drive.google.com/open?id=16tLzrRwPkuD1gRIJbFyiZwbuqy7edFhH,ala (no),,,,,,VRChat,3/16/2024,,kalama nimi pi toki pona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is used 1 time.,,toki pona is lexically combined
6/29/2024 10:41:19,https://drive.google.com/open?id=1Rn8D3h_SL8f8UJdZkPzDogm_UJA1u3yE,ala (no),,,,,,VRChat,3/16/2024,,pipi li tawa kasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:41:58,https://drive.google.com/open?id=1YuiOTCnJxC4mx9gNJfiodjLoIzPqPNc4,ala (no),,,,,,VRChat,3/16/2024,,"tenpo ala la mi tawa tan sina.	o walo.
nasa lukin a. a pona li olin ala olin Aleluja.	pakala.	wile soweli. o. ma pi lon ala. weka.	o.	olin en pakala pi mama mi.	tenpo. o pakala noka.	lawa mi.
			ijo pona li ijo pona. waso o. o pana e mama a.	mi lon seli. ijo li ala moli e pipi. sina olin e mi. kilu Papilika.
			akesi (apeja li mi)	nasa.	musi taso lon tnepo pimeja o weka ala.
		akesi	kala pona meli.	pipi li tawa kasi.		jami ??? pi tenpo. telo. suli. ale li ante.								tawa musi suwi meli.
												kiwen
												o ???????
mi ike mute.			kili
o unpa ijo e tawa jan ale.		ale li lon.
Nu
anu pipi Nu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long pi 2 times.
Face ""moli"" is used 1 time.
Two-stroke ""akesi"" is used 2 times.",,"Mixed stacking and scaling.
Nasin Sitelen Kalama Pu is used."
6/29/2024 10:42:59,https://drive.google.com/open?id=1R2t_ZVIgtbVigaqqWyp2XmGV8Cvu90pp,ala (no),,,,,,VRChat,3/16/2024,,nasa lukin pona mute o tawa noka lawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long tawa is used 1 time.,,"() is used.
No stacking and scaling."
6/29/2024 10:43:54,https://drive.google.com/open?id=1YKtHPKlb9QGmHDtNZmO6iY9PUO3dVqLM,ala (no),,,,,,VRChat,3/16/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:44:38,https://drive.google.com/open?id=1fICWitFqxmt2WBKQLQK0Qd-HBoVungPr,ala (no),,,,,,VRChat,3/16/2024,,"toki pona li toki pona sike mi tu tawa pona suli

pona pipi ni	wawa kin.	nasin ike mute.	akesi mute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Directional ni is used 1 time.
Two-stroke ""akesi"" is used 1 time.",,"Mixed stacking and scaling.
toki pona is lexically combined."
6/29/2024 10:45:27,https://drive.google.com/open?id=1tX2WONjmEHP2kAmhbSd9nQfnJGsOA8C0,ala (no),,,,,,VRChat,3/16/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:46:15,https://drive.google.com/open?id=1mwP6kVRLa8RsxZgMBoWf4BUkQLyq5e6-,ala (no),,,,,,VRChat,3/16/2024,,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:47:03,https://drive.google.com/open?id=1fsYKwIznmTYXPFT91mDVdPJC4vEPRHWD,ala (no),,,,,,VRChat,3/16/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2024 10:47:44,https://drive.google.com/open?id=1k10JZ0Wze4WQjYHRaS-h5bLaL4atVVBg,ala (no),,,,,,VRChat,3/16/2024,,No unique text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
